loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
97,4914423,K00108.01,Kepler-103 b,CONFIRMED,CANDIDATE,,0,0,0,0,15.96532718,1.37E-05,-1.37E-05,142.178033,6.88E-04,-6.88E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.98456,40.064529,12.287
98,4914423,K00108.02,Kepler-103 c,CONFIRMED,CANDIDATE,,0,0,0,0,179.609803,1.82E-04,-1.82E-04,295.330361,4.47E-04,-4.47E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.98456,40.064529,12.287
99,4752451,K00109.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,6.41496453,1.25E-05,-1.25E-05,132.86482,1.57E-03,-1.57E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.45428,39.803928,12.385
100,9450647,K00110.01,Kepler-465 b,CONFIRMED,CANDIDATE,,0,0,0,0,9.940666412,6.98E-06,-6.98E-06,135.21559,5.82E-04,-5.82E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,284.55573,46.063831,12.663
101,6678383,K00111.01,Kepler-104 b,CONFIRMED,CANDIDATE,,0,0,0,0,11.42755098,8.15E-06,-8.15E-06,137.613711,5.57E-04,-5.57E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.60461,42.166779,12.596
102,6678383,K00111.02,Kepler-104 c,CONFIRMED,CANDIDATE,,0,0,0,0,23.66834635,3.00E-05,-3.00E-05,132.71421,1.04E-03,-1.04E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.60461,42.166779,12.596
103,6678383,K00111.03,Kepler-104 d,CONFIRMED,CANDIDATE,,0,0,0,0,51.75530504,8.54E-05,-8.54E-05,271.08808,1.25E-03,-1.25E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.60461,42.166779,12.596
104,6678383,K00111.04,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,103.6265092,,,426.3726042,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.60461,42.166779,12.596
105,10984090,K00112.01,Kepler-466 b,CONFIRMED,CANDIDATE,,0,0,0,0,51.07926451,6.46E-05,-6.46E-05,185.18087,9.81E-04,-9.81E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.64871,48.49556,12.772
106,10984090,K00112.02,Kepler-466 c,CONFIRMED,CANDIDATE,,0,0,0,0,3.709214104,6.54E-06,-6.54E-06,133.98318,1.43E-03,-1.43E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.64871,48.49556,12.772
107,2306756,K00113.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,386.6030528,1.37E-04,-1.37E-04,166.342079,2.99E-04,-2.99E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.27374,37.671558,12.394
108,6721123,K00114.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,7.36178958,2.13E-05,-2.13E-05,132.25053,2.53E-03,-2.53E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.86435,42.151569,12.66
109,9579641,K00115.01,Kepler-105 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.412203927,3.05E-06,-3.05E-06,133.143089,4.68E-04,-4.68E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.88733,46.276241,12.791
110,9579641,K00115.02,Kepler-105 c,CONFIRMED,CANDIDATE,,0,0,0,0,7.12594387,1.41E-05,-1.41E-05,139.00492,1.59E-03,-1.59E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.88733,46.276241,12.791
111,9579641,K00115.03,,CANDIDATE,CANDIDATE,,0,0,0,0,3.43591631,4.73E-05,-4.73E-05,132.6624,1.10E-02,-1.10E-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.88733,46.276241,12.791
112,8395660,K00116.01,Kepler-106 c,CONFIRMED,CANDIDATE,,0,0,0,0,13.57078281,1.59E-05,-1.59E-05,136.279194,9.57E-04,-9.57E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,300.86398,44.337551,12.882
113,8395660,K00116.02,Kepler-106 e,CONFIRMED,CANDIDATE,,0,0,0,0,43.84439721,9.61E-05,-9.61E-05,151.93538,1.92E-03,-1.92E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,300.86398,44.337551,12.882
114,8395660,K00116.03,Kepler-106 b,CONFIRMED,CANDIDATE,,0,0,0,0,6.164876,4.64E-05,-4.64E-05,135.63916,6.61E-03,-6.61E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,300.86398,44.337551,12.882
115,8395660,K00116.04,Kepler-106 d,CONFIRMED,CANDIDATE,,0,0,0,0,23.9800854,2.00E-04,-2.00E-04,147.537,6.47E-03,-6.47E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,300.86398,44.337551,12.882
116,10875245,K00117.01,Kepler-107 e,CONFIRMED,CANDIDATE,,0,0,0,0,14.74914825,2.17E-05,-2.17E-05,138.77799,1.18E-03,-1.18E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.02826,48.208611,12.487
117,10875245,K00117.02,Kepler-107 c,CONFIRMED,CANDIDATE,,0,0,0,0,4.90144976,1.07E-05,-1.07E-05,138.60548,1.75E-03,-1.75E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.02826,48.208611,12.487
118,10875245,K00117.03,Kepler-107 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.180027898,7.28E-06,-7.28E-06,133.49863,1.81E-03,-1.81E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.02826,48.208611,12.487
119,10875245,K00117.04,Kepler-107 d,CONFIRMED,CANDIDATE,,0,0,0,0,7.95825328,7.67E-05,-7.67E-05,137.80219,7.67E-03,-7.67E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.02826,48.208611,12.487
120,3531558,K00118.01,Kepler-467 b,CONFIRMED,CANDIDATE,,0,0,0,0,24.99324319,6.13E-05,-6.13E-05,138.68167,1.97E-03,-1.97E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.36279,38.649601,12.377
121,9471974,K00119.01,Kepler-108 b,CONFIRMED,CANDIDATE,,0,0,0,0,49.18394185,2.48E-05,-2.48E-05,141.911924,5.69E-04,-5.69E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.55917,46.062328,12.654
122,9471974,K00119.02,Kepler-108 c,CONFIRMED,CANDIDATE,,0,0,0,0,190.3200468,5.33E-04,-5.33E-04,312.68498,1.47E-03,-1.47E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.55917,46.062328,12.654
123,11869052,K00120.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,20.5452375,1.43E-04,-1.43E-04,137.91394,3.58E-03,-3.58E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.40192,50.172089,12.003
124,3247396,K00121.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,8.8111022,1.64E-05,-1.64E-05,136.4568,1.51E-03,-1.51E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.46088,38.383461,12.759
125,8349582,K00122.01,Kepler-95 b,CONFIRMED,CANDIDATE,,0,0,0,0,11.52306746,9.45E-06,-9.45E-06,131.969055,7.00E-04,-7.00E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,284.48245,44.398041,12.346
126,5094751,K00123.01,Kepler-109 b,CONFIRMED,CANDIDATE,,0,0,0,0,6.481633073,6.00E-06,-6.00E-06,122.977657,7.55E-04,-7.55E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.39273,40.28487,12.365
127,5094751,K00123.02,Kepler-109 c,CONFIRMED,CANDIDATE,,0,0,0,0,21.22261195,2.91E-05,-2.91E-05,137.57403,1.13E-03,-1.13E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.39273,40.28487,12.365
128,11086270,K00124.01,Kepler-110 b,CONFIRMED,CANDIDATE,,0,0,0,0,12.69104387,2.30E-05,-2.30E-05,137.12594,1.49E-03,-1.49E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.92914,48.60281,12.935
129,11086270,K00124.02,Kepler-110 c,CONFIRMED,CANDIDATE,,0,0,0,0,31.71981013,6.31E-05,-6.31E-05,142.82083,1.64E-03,-1.64E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.92914,48.60281,12.935
130,11449844,K00125.01,Kepler-468 b,CONFIRMED,FALSE POSITIVE,,0,1,0,0,38.47876629,4.73E-06,-4.73E-06,151.852812,1.01E-04,-1.01E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.90222,49.370491,13.779
131,5897826,K00126.01,Kepler-469 b,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,33.80364366,2.28E-05,-2.28E-05,202.259731,5.44E-04,-5.44E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.47586,41.114288,13.109
132,5897826,K00126.02,,CANDIDATE,CANDIDATE,,0,0,0,0,0.875197345,,,131.8135915,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.47586,41.114288,13.109
133,8359498,K00127.01,Kepler-77 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.578780566,1.83E-07,-1.83E-07,134.0304187,4.21E-05,-4.21E-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.60797,44.345421,13.938
134,11359879,K00128.01,Kepler-15 b,CONFIRMED,CANDIDATE,,0,0,0,0,4.942783419,2.47E-07,-2.47E-07,136.3294353,4.07E-05,-4.07E-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.20059,49.140121,13.758
135,11974540,K00129.01,Kepler-470 b,CONFIRMED,FALSE POSITIVE,,0,1,0,0,24.66919273,7.57E-06,-7.57E-06,132.864236,2.58E-04,-2.58E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.00943,50.372318,13.224
136,11974540,K00129.02,,CANDIDATE,CANDIDATE,,0,0,0,0,143.2110936,,,221.7556468,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.00943,50.372318,13.224
137,5297298,K00130.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,34.19360031,3.66E-06,-3.66E-06,155.2966351,8.58E-05,-8.58E-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.36032,40.42981,13.325
138,7778437,K00131.01,Kepler-471 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.014234733,8.59E-07,-8.59E-07,133.174289,1.41E-04,-1.41E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,299.09753,43.497589,13.797
139,8892910,K00132.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,10.81013273,1.83E-06,-1.83E-06,132.95157,1.40E-04,-1.40E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.41245,45.130852,13.794
140,11673674,K00133.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,4.618767792,2.74E-06,-2.74E-06,133.386535,4.85E-04,-4.85E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.31006,49.703041,13.652
141,9032900,K00134.01,,CANDIDATE,CANDIDATE,,0,0,0,0,67.5923754,5.34E-04,-5.34E-04,151.75056,5.35E-03,-5.35E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.58658,45.364979,13.675
142,9818381,K00135.01,Kepler-43 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.024092505,2.25E-07,-2.25E-07,132.4168573,6.22E-05,-6.22E-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,285.24084,46.668251,13.958
143,7601633,K00136.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,15.66388695,7.06E-06,-7.06E-06,147.395712,3.63E-04,-3.63E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.87347,43.203838,13.439
144,8644288,K00137.01,Kepler-18 c,CONFIRMED,CANDIDATE,,0,0,0,0,7.641567589,1.77E-06,-1.77E-06,135.407564,1.91E-04,-1.91E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.07944,44.746319,13.549
145,8644288,K00137.02,Kepler-18 d,CONFIRMED,CANDIDATE,,0,0,0,0,14.85890852,3.81E-06,-3.81E-06,128.154869,2.17E-04,-2.17E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.07944,44.746319,13.549
146,8644288,K00137.03,Kepler-18 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.504691252,3.09E-06,-3.09E-06,133.511941,7.14E-04,-7.14E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.07944,44.746319,13.549
147,8506766,K00138.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,48.93786896,2.10E-05,-2.10E-05,140.76639,3.53E-04,-3.53E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.94092,44.57835,13.96
148,8559644,K00139.01,Kepler-111 c,CONFIRMED,CANDIDATE,,0,0,0,0,224.7789355,2.57E-04,-2.57E-04,142.095338,9.21E-04,-9.21E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.65317,44.688271,13.492
149,8559644,K00139.02,Kepler-111 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.341799486,4.95E-06,-4.95E-06,141.35472,1.23E-03,-1.23E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.65317,44.688271,13.492
150,5130369,K00140.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,19.97867,5.87E-05,-5.87E-05,137.17061,2.40E-03,-2.40E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,299.15353,40.286961,13.849
151,12105051,K00141.01,,CANDIDATE,CANDIDATE,,0,0,0,0,2.624234833,3.89E-07,-3.89E-07,132.304988,1.22E-04,-1.22E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.0383,50.651611,13.687
152,5446285,K00142.01,Kepler-88 b,CONFIRMED,CANDIDATE,,0,0,0,0,10.91610834,4.88E-06,-4.88E-06,133.009227,3.49E-04,-3.49E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.14807,40.669399,13.113
153,5446285,K00142.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,339.4293408,,,187.5194914,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.14807,40.669399,13.113
154,4649305,K00143.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,22.65117451,1.47E-05,-1.47E-05,140.337593,5.51E-04,-5.51E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.10333,39.781631,13.682
155,4180280,K00144.01,Kepler-472 b,CONFIRMED,CANDIDATE,,0,0,0,0,4.176254191,1.80E-06,-1.80E-06,133.090415,3.56E-04,-3.56E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.52429,39.24976,13.698
156,9904059,K00145.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,102.9641952,5.77E-04,-5.77E-04,158.07473,3.77E-03,-3.77E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.81772,46.781509,13.608
157,9048161,K00146.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,8.667822346,6.02E-06,-6.02E-06,137.341841,5.72E-04,-5.72E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,299.39972,45.316051,13.03
158,1996679,K00147.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,145.5624926,3.43E-04,-3.43E-04,146.0588,1.88E-03,-1.88E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.49072,37.489979,13.884
159,5735762,K00148.01,Kepler-48 b,CONFIRMED,CANDIDATE,,0,0,0,0,4.77800306,3.38E-06,-3.38E-06,124.061465,5.88E-04,-5.88E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,299.13922,40.94902,13.04
160,5735762,K00148.02,Kepler-48 c,CONFIRMED,CANDIDATE,,0,0,0,0,9.673958488,5.46E-06,-5.46E-06,125.339418,4.66E-04,-4.66E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,299.13922,40.94902,13.04
161,5735762,K00148.03,Kepler-48 d,CONFIRMED,CANDIDATE,,0,0,0,0,42.89645024,9.43E-05,-9.43E-05,146.0613,1.86E-03,-1.86E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,299.13922,40.94902,13.04
162,3835670,K00149.01,Kepler-473 b,CONFIRMED,CANDIDATE,,0,0,0,0,14.55730897,1.40E-05,-1.40E-05,145.095012,7.60E-04,-7.60E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.6301,38.945599,13.397
163,7626506,K00150.01,Kepler-112 b,CONFIRMED,CANDIDATE,,0,0,0,0,8.408878137,6.13E-06,-6.13E-06,134.006366,6.06E-04,-6.06E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.98102,43.209751,13.771
164,7626506,K00150.02,Kepler-112 c,CONFIRMED,CANDIDATE,,0,0,0,0,28.5742692,4.06E-05,-4.06E-05,143.8315,1.13E-03,-1.13E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.98102,43.209751,13.771
165,2307199,K00151.01,,CANDIDATE,CANDIDATE,,0,0,0,0,13.4471791,1.25E-05,-1.25E-05,132.830555,7.70E-04,-7.70E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.37476,37.630959,14
166,8394721,K00152.01,Kepler-79 d,CONFIRMED,CANDIDATE,,0,0,0,0,52.09081627,4.21E-05,-4.21E-05,158.744665,6.70E-04,-6.70E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,300.51712,44.38158,13.914
167,8394721,K00152.02,Kepler-79 c,CONFIRMED,CANDIDATE,,0,0,0,0,27.40229859,5.14E-05,-5.14E-05,133.6284,1.50E-03,-1.50E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,300.51712,44.38158,13.914
168,8394721,K00152.03,Kepler-79 b,CONFIRMED,CANDIDATE,,0,0,0,0,13.48457668,2.30E-05,-2.30E-05,136.61808,1.32E-03,-1.32E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,300.51712,44.38158,13.914
169,8394721,K00152.04,Kepler-79 e,CONFIRMED,CANDIDATE,,0,0,0,0,81.0637895,4.08E-04,-4.08E-04,139.53492,4.30E-03,-4.30E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,300.51712,44.38158,13.914
170,12252424,K00153.01,Kepler-113 c,CONFIRMED,CANDIDATE,,0,0,0,0,8.925079516,5.99E-06,-5.99E-06,139.71389,5.32E-04,-5.32E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.99789,50.944328,13.461
171,12252424,K00153.02,Kepler-113 b,CONFIRMED,CANDIDATE,,0,0,0,0,4.75400072,2.85E-06,-2.85E-06,128.547155,4.95E-04,-4.95E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.99789,50.944328,13.461
172,9970525,K00154.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,30.00908916,,,139.70643,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.74423,46.83009,13.174
173,8030148,K00155.01,Kepler-474 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.660669429,3.71E-06,-3.71E-06,137.416045,5.23E-04,-5.23E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.3215,43.881168,13.494
174,10925104,K00156.01,Kepler-114 c,CONFIRMED,CANDIDATE,,0,0,0,0,8.041347775,8.92E-06,-8.92E-06,143.038292,9.16E-04,-9.16E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.12143,48.349522,13.738
175,10925104,K00156.02,Kepler-114 b,CONFIRMED,CANDIDATE,,0,0,0,0,5.188563677,6.37E-06,-6.37E-06,145.362252,9.92E-04,-9.92E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.12143,48.349522,13.738
176,10925104,K00156.03,Kepler-114 d,CONFIRMED,CANDIDATE,,0,0,0,0,11.77613232,6.96E-06,-6.96E-06,142.705753,4.98E-04,-4.98E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.12143,48.349522,13.738
177,6541920,K00157.01,Kepler-11 c,CONFIRMED,CANDIDATE,,0,0,0,0,13.02493307,1.26E-05,-1.26E-05,138.176157,7.79E-04,-7.79E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.11511,41.909142,13.709
178,6541920,K00157.02,Kepler-11 d,CONFIRMED,CANDIDATE,,0,0,0,0,22.687155,2.65E-05,-2.65E-05,148.455435,9.68E-04,-9.68E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.11511,41.909142,13.709
179,6541920,K00157.03,Kepler-11 e,CONFIRMED,CANDIDATE,,0,0,0,0,31.99552485,3.11E-05,-3.11E-05,154.160745,7.58E-04,-7.58E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.11511,41.909142,13.709
180,6541920,K00157.04,Kepler-11 f,CONFIRMED,CANDIDATE,,0,0,0,0,46.6856205,1.12E-04,-1.12E-04,225.04604,1.79E-03,-1.79E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.11511,41.909142,13.709
181,6541920,K00157.05,Kepler-11 g,CONFIRMED,CANDIDATE,,0,0,0,0,118.3786735,3.17E-04,-3.17E-04,287.28744,2.06E-03,-2.06E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.11511,41.909142,13.709
182,6541920,K00157.06,Kepler-11 b,CONFIRMED,CANDIDATE,,0,0,0,0,10.30401132,1.84E-05,-1.84E-05,138.50377,1.45E-03,-1.45E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.11511,41.909142,13.709
183,10555375,K00158.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,5.80181368,1.86E-05,-1.86E-05,137.57807,2.74E-03,-2.74E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.77338,47.786469,13.752
184,8972058,K00159.01,Kepler-115 c,CONFIRMED,CANDIDATE,,0,0,0,0,8.99088621,1.14E-05,-1.14E-05,136.73923,1.07E-03,-1.07E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.71185,45.261921,13.431
185,8972058,K00159.02,Kepler-115 b,CONFIRMED,CANDIDATE,,0,0,0,0,2.403640701,7.54E-06,-7.54E-06,134.73065,2.76E-03,-2.76E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.71185,45.261921,13.431
186,6631721,K00160.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,13.73808249,2.00E-05,-2.00E-05,134.43787,1.20E-03,-1.20E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,298.18362,42.01313,13.805
187,5084942,K00161.01,Kepler-475 b,CONFIRMED,CANDIDATE,,0,0,0,0,3.105507835,1.15E-06,-1.15E-06,133.210427,3.11E-04,-3.11E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.05173,40.211552,13.341
188,8107380,K00162.01,Kepler-476 b,CONFIRMED,CANDIDATE,,0,0,0,0,14.00640392,1.73E-05,-1.73E-05,142.20885,1.00E-03,-1.00E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.16382,43.963039,13.837
189,6851425,K00163.01,Kepler-477 b,CONFIRMED,CANDIDATE,,0,0,0,0,11.1199028,1.17E-05,-1.17E-05,139.753524,8.43E-04,-8.43E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.0676,42.35537,13.536
190,5652237,K00164.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,4.4645454,1.38E-05,-1.38E-05,132.31538,2.74E-03,-2.74E-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,299.54376,40.86026,13.51
191,9527915,K00165.01,Kepler-478 b,CONFIRMED,CANDIDATE,,0,0,0,0,13.22175358,1.34E-05,-1.34E-05,139.570627,8.29E-04,-8.29E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.48694,46.196209,13.938
192,2441495,K00166.01,Kepler-479 b,CONFIRMED,CANDIDATE,,0,0,0,0,12.49340725,1.24E-05,-1.24E-05,138.462232,8.41E-04,-8.41E-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.02185,37.769791,13.575
